Lat,Lon,mmsi,Apparent Fishing Hours,Time Range
-12.98,119.29,525052319.0,11.94,145.0
-13.04,119.35,525052319.0,2.01,158.0
-12.99,119.35,525052319.0,23.93,301.0
-12.99,119.37,525052319.0,1.02,302.0
-12.68,119.56,525052319.0,0.94,330.0
-12.57,119.76,525052319.0,1.35,351.0
-12.64,119.73,525052319.0,4.03,42.0
-12.58,119.88,525052319.0,17.68,38.0
-12.77,119.7,525052319.0,3.18,326.0
-12.75,119.83,525052319.0,12.1,86.0
-12.44,120.05,525052319.0,6.98,13.0
-12.99,119.84,525052319.0,1.23,277.0
-12.85,119.86,525052319.0,19.86,323.0
-12.43,119.47,525052319.0,5.55,122.0
-12.39,119.48,525052319.0,11.55,133.0
-13.04,119.62,525052319.0,4.03,162.0
5.74,97.49,525064604.0,0.95,112.0
5.37,98.32,525064604.0,0.6,352.0
5.74,97.52,525064604.0,0.55,138.0
5.34,98.34,525064604.0,1.93,356.0
5.33,98.35,525064604.0,0.82,357.0
5.36,98.33,525064604.0,2.3,354.0
5.8,97.52,525064604.0,0.38,61.0
5.37,98.3,525064604.0,0.85,348.0
5.74,97.53,525064604.0,0.32,132.0
5.78,97.52,525064604.0,3.3,65.0
5.74,97.5,525064604.0,1.05,89.0
5.37,98.31,525064604.0,0.32,349.0
5.37,98.31,525064604.0,1.87,350.0
5.79,97.48,525064604.0,1.7,60.0
5.75,97.49,525064604.0,0.95,84.0
5.8,97.49,525064604.0,0.45,59.0
5.74,97.48,525064604.0,0.55,119.0
5.74,97.53,525064604.0,1.33,133.0
5.75,97.51,525064604.0,1.17,141.0
5.75,97.49,525064604.0,0.4,85.0
5.74,97.48,525064604.0,0.7,116.0
5.78,97.48,525064604.0,0.96,58.0
5.74,97.51,525064604.0,0.6,140.0
5.74,97.53,525064604.0,0.25,131.0
5.74,97.53,525064604.0,1.0,135.0
5.37,98.31,525064604.0,0.85,351.0
5.74,97.5,525064604.0,0.95,95.0
5.73,97.5,525064604.0,0.65,96.0
5.77,97.47,525064604.0,1.72,57.0
5.74,97.48,525064604.0,0.93,118.0
5.74,97.49,525064604.0,2.65,115.0
5.75,97.51,525064604.0,0.54,142.0
5.74,97.49,525064604.0,0.94,111.0
5.74,97.5,525064604.0,5.09,94.0
5.74,97.49,525064604.0,0.85,88.0
5.74,97.48,525064604.0,1.27,117.0
5.74,97.49,525064604.0,0.3,113.0
5.79,97.52,525064604.0,0.92,62.0
5.77,97.52,525064604.0,0.7,66.0
5.74,97.53,525064604.0,1.38,134.0
5.74,97.49,525064604.0,1.72,86.0
5.74,97.53,525064604.0,1.75,137.0
5.74,97.49,525064604.0,0.95,87.0
5.74,97.52,525064604.0,1.7,139.0
-8.59,138.91,525080808.0,13.5,14.0
-8.68,139.2,525080808.0,18.84,43.0
-8.68,139.16,525080808.0,3.01,46.0
-8.74,139.15,525080808.0,5.79,60.0
-8.63,138.94,525080808.0,10.07,25.0
-8.69,139.09,525080808.0,7.67,54.0
-8.56,138.77,525080808.0,1.54,1.0
-2.2,105.0,525100456.0,1.01,209.0
-2.2,104.97,525100456.0,1.04,208.0
-2.23,105.06,525100456.0,0.33,54.0
-2.22,105.05,525100456.0,1.02,211.0
-2.23,105.07,525100456.0,0.76,212.0
-2.24,105.09,525100456.0,0.77,213.0
-2.21,104.92,525100456.0,1.19,57.0
-2.21,104.91,525100456.0,1.02,206.0
-2.23,104.89,525100456.0,0.59,58.0
-2.25,104.87,525100456.0,1.23,204.0
-2.2,104.94,525100456.0,1.03,207.0
-2.2,104.97,525100456.0,1.03,56.0
-2.21,105.03,525100456.0,1.04,210.0
-2.21,105.02,525100456.0,0.8,55.0
-2.26,104.86,525100456.0,0.0,203.0
-2.23,104.89,525100456.0,1.06,205.0
-6.88,112.74,525100624.0,22.54,192.0
-6.93,112.73,525100624.0,0.45,360.0
-6.94,112.72,525100624.0,0.27,293.0
-2.2,104.99,525101001.0,1.02,11.0
-2.25,104.88,525101001.0,3.31,7.0
-2.36,104.77,525101001.0,0.0,4.0
-2.2,104.93,525101001.0,0.77,9.0
-2.22,104.91,525101001.0,1.2,8.0
-2.2,104.96,525101001.0,1.07,10.0
-2.21,105.03,525101001.0,0.51,12.0
-5.24,133.9,525101285.0,5.08,20.0
-5.25,133.28,525101285.0,10.34,34.0
-6.52,113.37,525101285.0,1.02,354.0
-6.52,113.52,525101285.0,1.01,352.0
-6.48,117.39,525101285.0,1.02,304.0
-6.52,113.43,525101285.0,0.52,353.0
-6.51,113.56,525101285.0,0.28,351.0
-5.25,133.72,525101285.0,4.19,24.0
-6.48,117.41,525101285.0,0.0,303.0
-5.25,133.28,525101285.0,0.25,35.0
-5.25,133.69,525101381.0,23.53,24.0
-5.25,133.27,525101381.0,0.4,35.0
-5.23,133.27,525101381.0,9.72,34.0
-6.46,116.9,525101381.0,0.27,316.0
-6.46,116.79,525101381.0,1.09,317.0
-7.26,133.23,525101452.0,1.76,217.0
-7.25,133.21,525101452.0,9.97,259.0
-7.22,133.19,525101452.0,0.85,168.0
-7.2,133.16,525101452.0,11.39,167.0
-7.23,133.2,525101452.0,0.77,222.0
-7.24,133.21,525101452.0,2.19,170.0
-7.22,133.18,525101452.0,7.18,186.0
-7.25,133.21,525101452.0,4.25,288.0
-7.26,133.22,525101452.0,6.46,276.0
-7.23,133.15,525101452.0,6.22,331.0
-7.2,133.17,525101452.0,15.78,248.0
-7.2,133.16,525101452.0,21.66,156.0
-7.21,133.17,525101452.0,6.37,192.0
-7.22,133.17,525101452.0,8.61,179.0
-7.26,133.23,525101452.0,18.53,211.0
-7.26,133.23,525101452.0,0.93,264.0
-7.26,133.23,525101452.0,9.6,233.0
-7.24,133.19,525101452.0,5.19,293.0
-7.59,133.15,525101452.0,3.45,360.0
-7.22,133.18,525101452.0,2.82,216.0
-7.24,133.2,525101452.0,2.15,213.0
-7.22,133.21,525101452.0,13.46,344.0
-7.26,133.23,525101452.0,5.14,269.0
-7.24,133.17,525101452.0,11.81,320.0
-7.23,133.16,525101452.0,4.69,324.0
-7.23,133.2,525101452.0,3.14,262.0
-7.22,133.19,525101452.0,0.86,249.0
-7.18,133.2,525101452.0,1.84,283.0
-7.23,133.15,525101452.0,14.16,307.0
-7.24,133.21,525101452.0,5.74,282.0
-7.24,133.21,525101452.0,0.84,263.0
-7.24,133.2,525101452.0,0.87,223.0
-7.23,133.2,525101452.0,5.58,134.0
-7.37,133.2,525101452.0,5.07,349.0
-7.27,133.31,525101452.0,19.96,128.0
-7.2,133.16,525101452.0,4.02,221.0
-7.18,133.19,525101452.0,0.88,308.0
1.8,129.83,525101464.0,6.28,81.0
1.51,129.5,525101464.0,20.39,184.0
1.66,129.83,525101464.0,3.87,60.0
1.67,129.83,525101464.0,0.26,61.0
1.43,129.64,525101464.0,8.12,56.0
1.87,129.82,525101464.0,13.53,74.0
1.49,129.49,525101464.0,0.9,185.0
1.47,129.48,525101464.0,0.95,186.0
1.47,129.67,525101464.0,0.43,57.0
-6.66,104.3,525101486.0,0.54,332.0
-6.65,104.3,525101486.0,0.26,318.0
-6.66,104.3,525101486.0,12.77,331.0
-6.74,104.39,525101486.0,13.85,281.0
-6.65,104.3,525101486.0,0.26,319.0
-6.74,104.39,525101486.0,0.14,282.0
-7.52,133.26,525101528.0,3.99,313.0
-7.62,133.76,525101528.0,0.5,260.0
-7.72,133.48,525101528.0,0.13,264.0
-7.73,133.37,525101528.0,0.48,266.0
-7.61,133.42,525101528.0,1.55,283.0
-7.55,133.25,525101528.0,1.82,326.0
-7.5,133.28,525101528.0,4.24,319.0
-7.59,133.23,525101528.0,9.16,308.0
-7.6,133.22,525101528.0,5.06,324.0
-7.58,133.15,525101528.0,2.33,299.0
-7.55,133.12,525101528.0,7.93,296.0
-5.69,135.85,525101528.0,5.16,166.0
-7.58,133.88,525101528.0,0.33,259.0
-7.56,133.24,525101528.0,1.93,315.0
-7.57,133.91,525101528.0,0.55,258.0
-5.44,136.32,525101528.0,7.07,187.0
-7.72,133.41,525101528.0,0.92,265.0
-5.42,136.21,525101528.0,14.12,180.0
-7.67,133.5,525101528.0,5.62,288.0
-7.53,133.26,525101528.0,9.13,335.0
-7.6,133.22,525101528.0,1.31,309.0
-5.67,135.82,525101528.0,3.83,161.0
-7.67,133.49,525101528.0,15.51,281.0
-9.36,109.01,525101581.0,0.05,355.0
1.5,128.93,525101947.0,10.54,60.0
1.33,129.45,525101947.0,1.0,33.0
1.36,129.46,525101947.0,9.26,29.0
1.51,130.35,525101947.0,4.91,0.0
1.57,129.87,525101947.0,19.89,20.0
1.44,129.5,525101947.0,1.16,38.0
1.63,130.41,525101947.0,2.82,157.0
1.64,130.43,525101947.0,0.0,154.0
1.74,130.44,525101947.0,1.14,192.0
1.35,129.45,525101947.0,0.46,34.0
1.33,129.45,525101947.0,1.0,31.0
1.68,130.44,525101947.0,0.51,191.0
1.4,129.5,525101947.0,0.13,37.0
1.35,129.45,525101947.0,1.01,30.0
1.49,128.99,525101947.0,0.85,61.0
1.51,128.85,525101947.0,11.73,49.0
1.31,129.44,525101947.0,1.01,32.0
1.4,129.5,525101947.0,2.53,36.0
-6.08,106.89,525101950.0,0.62,232.0
-6.08,106.89,525101950.0,0.85,233.0
-9.01,139.9,525110721.0,3.21,252.0
-8.99,139.87,525110721.0,2.23,106.0
-9.0,139.86,525110721.0,0.76,104.0
-8.99,139.9,525110721.0,1.49,110.0
-8.99,139.75,525110721.0,10.04,161.0
-8.98,139.79,525110721.0,2.51,139.0
-8.98,139.89,525110721.0,2.55,108.0
-9.01,139.75,525110721.0,2.05,127.0
-8.58,140.06,525110721.0,0.86,39.0
-8.94,139.75,525110721.0,10.41,209.0
-9.0,139.9,525110721.0,1.94,115.0
-8.99,139.82,525110721.0,0.72,103.0
-9.0,139.74,525110721.0,1.14,128.0
-8.95,139.7,525110721.0,5.25,221.0
-8.95,139.69,525110721.0,6.34,216.0
-8.97,139.69,525110721.0,1.35,145.0
-8.95,139.69,525110721.0,4.38,192.0
-9.0,139.74,525110721.0,2.18,163.0
-8.98,139.72,525110721.0,6.79,199.0
-8.57,139.96,525110721.0,1.64,76.0
-9.01,139.68,525110721.0,3.76,167.0
-9.04,139.7,525110721.0,7.41,187.0
-9.06,139.68,525110721.0,6.8,175.0
-9.04,139.7,525110721.0,0.56,188.0
-8.98,139.79,525110721.0,1.82,137.0
-8.98,139.79,525110721.0,3.23,135.0
-8.95,139.68,525110721.0,5.22,239.0
-8.55,139.95,525110721.0,1.57,26.0
-8.58,140.06,525110721.0,0.98,94.0
-8.57,139.96,525110721.0,0.41,73.0
-8.6,140.08,525110721.0,0.73,65.0
-8.59,140.06,525110721.0,1.58,71.0
-8.59,140.08,525110721.0,1.56,93.0
-8.58,140.09,525110721.0,0.22,46.0
-8.58,140.09,525110721.0,0.96,45.0
-8.6,140.07,525110721.0,1.48,64.0
-8.58,140.06,525110721.0,0.57,38.0
-8.98,139.81,525110721.0,4.98,120.0
-8.59,140.07,525110721.0,2.82,89.0
-8.6,140.07,525110721.0,0.84,61.0
-8.59,140.07,525110721.0,1.62,91.0
-8.86,140.15,525110721.0,5.32,297.0
-8.58,140.1,525110721.0,2.83,43.0
-8.85,140.18,525110721.0,8.55,306.0
-8.85,140.18,525110721.0,0.68,307.0
-8.84,140.16,525110721.0,0.69,317.0
-8.91,140.15,525110721.0,2.6,335.0
-8.57,139.96,525110721.0,1.71,74.0
-8.57,139.95,525110721.0,1.37,49.0
-8.58,140.06,525110721.0,1.29,36.0
-8.57,140.06,525110721.0,1.67,34.0
-8.55,140.04,525110721.0,1.35,32.0
-8.57,140.07,525110721.0,1.67,40.0
-8.57,139.96,525110721.0,0.63,77.0
-8.58,140.02,525110721.0,0.98,55.0
-9.04,139.96,525110721.0,10.65,264.0
-9.01,140.0,525110721.0,4.76,244.0
-8.86,140.22,525110721.0,2.28,319.0
-8.9,140.23,525110721.0,3.36,332.0
-8.86,140.22,525110721.0,9.64,329.0
-8.9,140.19,525110721.0,4.51,311.0
-9.08,140.04,525110721.0,6.43,271.0
-8.98,139.79,525110721.0,0.87,140.0
-8.55,139.95,525110721.0,1.93,28.0
-8.98,139.77,525110721.0,3.59,132.0
-8.57,140.06,525110721.0,1.15,35.0
-8.58,140.05,525110721.0,0.81,84.0
-8.57,140.02,525110721.0,2.33,48.0
-9.01,139.77,525110721.0,3.33,125.0
-8.6,140.07,525110721.0,1.5,62.0
-8.58,140.06,525110721.0,0.77,37.0
-8.6,140.09,525110721.0,2.02,70.0
-8.58,140.06,525110721.0,2.88,58.0
-8.59,140.06,525110721.0,1.23,85.0
-8.59,140.07,525110721.0,1.09,90.0
-8.59,140.06,525110721.0,0.43,86.0
-8.59,140.07,525110721.0,2.0,60.0
-8.6,140.1,525110721.0,3.02,68.0
-8.58,140.1,525110721.0,1.24,44.0
-8.84,140.16,525110721.0,5.14,316.0
-9.0,139.96,525110721.0,2.27,247.0
-9.1,139.99,525110721.0,3.85,287.0
-9.05,140.01,525110721.0,5.98,282.0
-9.06,140.0,525110721.0,1.7,283.0
-9.08,139.96,525110721.0,3.95,276.0
-9.08,139.99,525110721.0,1.19,272.0
-9.11,139.99,525110721.0,0.34,288.0
-8.92,139.67,525110721.0,13.21,234.0
-8.58,140.02,525110721.0,2.4,79.0
-8.58,140.04,525110721.0,3.47,83.0
-8.6,140.07,525110721.0,0.4,63.0
-8.55,139.99,525110721.0,0.49,25.0
-8.99,139.81,525110721.0,1.84,102.0
-8.99,139.81,525110721.0,2.07,100.0
-9.0,139.9,525110721.0,0.9,112.0
-8.99,139.76,525110721.0,1.63,147.0
-9.04,139.67,525110721.0,4.84,180.0
-8.58,140.02,525110721.0,0.78,80.0
-9.0,139.9,525110721.0,0.94,113.0
-9.01,139.74,525110721.0,0.86,164.0
-9.0,139.72,525110721.0,1.95,151.0
-8.98,139.74,525110721.0,1.25,121.0
-8.97,139.74,525110721.0,0.33,122.0
-9.0,139.9,525110721.0,0.86,253.0
-9.02,139.65,525110721.0,0.7,168.0
-8.99,139.91,525110721.0,0.42,254.0
-9.0,139.9,525110721.0,1.57,111.0
-8.56,140.01,525110721.0,1.02,29.0
-8.57,139.96,525110721.0,4.15,53.0
-8.58,140.01,525110721.0,0.65,54.0
-8.92,139.84,525110721.0,1.44,98.0
-8.55,140.03,525110721.0,1.89,31.0
-8.96,139.73,525110721.0,0.26,240.0
-8.57,140.0,525110721.0,0.87,72.0
-9.02,139.91,525110721.0,2.44,249.0
-8.96,139.72,525110721.0,2.94,143.0
-8.97,139.69,525110721.0,0.46,144.0
-9.0,139.74,525110721.0,1.98,149.0
-2.4,133.11,525115007.0,0.26,32.0
-2.36,133.09,525115007.0,7.61,272.0
-2.33,133.14,525115007.0,1.46,52.0
-2.33,133.1,525115007.0,18.71,259.0
-2.35,133.11,525115007.0,6.89,51.0
-2.31,133.01,525115007.0,2.55,335.0
-2.35,133.11,525115007.0,1.05,8.0
-2.34,132.94,525115007.0,10.09,318.0
-2.45,133.11,525115007.0,7.7,60.0
-2.43,133.1,525115007.0,34.23,94.0
-2.35,133.11,525115007.0,0.47,37.0
-2.44,133.12,525115007.0,4.84,264.0
-2.43,133.1,525115007.0,2.28,296.0
-2.34,133.09,525115007.0,1.02,6.0
-2.35,133.1,525115007.0,1.63,273.0
-2.35,133.12,525115007.0,11.78,241.0
-2.34,133.1,525115007.0,0.66,5.0
-2.44,133.11,525115007.0,2.72,41.0
-2.35,133.12,525115007.0,0.25,9.0
-2.34,133.05,525115007.0,0.51,7.0
-2.31,133.0,525115007.0,18.28,360.0
-2.32,132.96,525115007.0,8.63,308.0
-2.31,132.93,525115007.0,14.4,332.0
-2.37,132.97,525115007.0,9.5,283.0
-2.44,133.11,525115007.0,2.79,44.0
-2.45,133.11,525115007.0,6.39,294.0
-2.52,133.27,525115007.0,0.0,226.0
-2.44,133.12,525115007.0,4.64,288.0
-2.44,133.12,525115007.0,2.9,299.0
4.26,99.37,525120633.0,0.27,312.0
4.16,99.27,525120633.0,0.54,15.0
4.14,99.29,525120633.0,1.1,176.0
4.12,99.3,525120633.0,0.25,177.0
4.32,99.18,525120633.0,0.82,172.0
4.31,99.18,525120633.0,2.5,338.0
4.19,99.41,525120633.0,0.41,0.0
4.33,99.33,525120633.0,1.78,313.0
4.19,99.36,525120633.0,0.86,310.0
4.15,99.31,525120633.0,0.42,309.0
4.17,99.27,525120633.0,1.76,175.0
4.15,99.28,525120633.0,1.32,38.0
4.15,99.29,525120633.0,5.28,14.0
4.07,99.32,525120633.0,8.27,25.0
4.24,99.23,525120633.0,1.09,173.0
4.16,99.28,525120633.0,0.28,39.0
4.29,99.27,525120633.0,4.98,30.0
4.49,99.12,525120633.0,0.75,49.0
4.23,99.2,525120633.0,2.24,17.0
4.42,99.14,525120633.0,0.06,331.0
4.4,99.26,525120633.0,1.89,6.0
4.46,99.18,525120633.0,1.27,45.0
4.38,99.15,525120633.0,0.4,340.0
4.38,99.15,525120633.0,0.76,344.0
4.38,99.29,525120633.0,1.14,315.0
4.36,99.27,525120633.0,1.13,43.0
4.37,99.29,525120633.0,4.45,4.0
4.32,99.11,525120633.0,0.45,62.0
4.34,99.08,525120633.0,3.42,351.0
4.44,99.17,525120633.0,5.37,320.0
4.38,99.05,525120633.0,0.51,354.0
4.39,99.05,525120633.0,1.7,353.0
4.43,99.14,525120633.0,2.61,330.0
4.49,99.13,525120633.0,3.51,53.0
4.52,99.11,525120633.0,0.87,46.0
4.51,99.11,525120633.0,1.96,48.0
4.18,99.22,525120633.0,2.85,179.0
4.25,99.22,525120633.0,4.83,335.0
4.31,99.1,525120633.0,0.52,356.0
