Lat,Lon,mmsi,Apparent Fishing Hours,Time Range
-1.06,117.25,525051723.0,0.87,140.0
-1.09,117.28,525051723.0,0.71,188.0
-1.01,117.32,525051723.0,1.08,138.0
-1.07,117.24,525051723.0,0.1,165.0
-1.07,117.24,525051723.0,1.1,164.0
-0.96,117.31,525051723.0,0.91,136.0
-1.07,117.24,525051723.0,0.9,141.0
-1.07,117.24,525051723.0,0.7,162.0
-1.11,117.26,525051723.0,0.52,187.0
-0.99,117.33,525051723.0,0.92,137.0
-0.98,117.33,525051723.0,2.58,191.0
-1.07,117.24,525051723.0,0.9,163.0
-1.04,117.28,525051723.0,1.11,139.0
-13.37,119.21,525052319.0,14.37,54.0
-13.45,118.99,525052319.0,7.12,97.0
-12.31,119.75,525052319.0,10.7,319.0
-13.42,119.03,525052319.0,5.39,158.0
-13.41,119.06,525052319.0,12.46,110.0
-12.33,119.77,525052319.0,1.49,320.0
-13.43,119.16,525052319.0,8.97,90.0
-13.42,119.14,525052319.0,7.08,153.0
-13.46,119.14,525052319.0,6.29,212.0
-13.39,119.4,525052319.0,1.52,254.0
-13.35,119.36,525052319.0,15.94,252.0
-13.45,119.12,525052319.0,5.42,195.0
-13.03,119.25,525052319.0,4.83,284.0
-13.29,119.04,525052319.0,0.87,205.0
-13.22,118.94,525052319.0,6.13,164.0
-13.24,119.04,525052319.0,9.78,204.0
-13.15,119.1,525052319.0,9.93,188.0
-12.79,119.06,525052319.0,7.99,178.0
-12.32,119.95,525052319.0,4.09,336.0
-12.34,119.84,525052319.0,5.57,326.0
-13.48,119.71,525052319.0,7.47,39.0
-13.01,119.56,525052319.0,3.28,274.0
-13.43,119.5,525052319.0,7.43,32.0
-13.3,119.74,525052319.0,3.54,24.0
-13.18,119.65,525052319.0,7.64,20.0
-12.33,119.92,525052319.0,6.3,332.0
-13.03,119.53,525052319.0,3.24,277.0
-12.76,119.71,525052319.0,10.43,308.0
-13.18,119.67,525052319.0,0.31,21.0
-13.44,119.21,525052319.0,7.37,141.0
-13.18,119.11,525052319.0,1.32,189.0
-13.04,119.48,525052319.0,1.5,279.0
-13.09,119.34,525052319.0,10.48,13.0
-13.19,119.3,525052319.0,6.15,2.0
-13.06,119.52,525052319.0,17.05,271.0
-12.62,119.63,525052319.0,13.91,298.0
-12.96,119.0,525052319.0,5.54,170.0
-13.45,119.04,525052319.0,3.97,114.0
-13.41,119.07,525052319.0,8.86,133.0
-13.47,119.14,525052319.0,10.68,124.0
-13.45,119.1,525052319.0,1.22,213.0
-13.38,119.28,525052319.0,0.0,81.0
-13.37,119.37,525052319.0,23.56,236.0
-13.46,118.93,525052319.0,5.18,146.0
-9.17,139.81,525080808.0,15.41,23.0
-8.88,140.05,525080808.0,13.67,38.0
-8.61,138.86,525080808.0,1.25,326.0
-8.55,138.83,525080808.0,13.12,314.0
-8.79,140.12,525080808.0,13.57,181.0
-9.16,139.79,525080808.0,0.85,24.0
-8.39,139.05,525080808.0,7.22,260.0
-9.14,139.83,525080808.0,0.64,8.0
-9.1,139.77,525080808.0,6.31,7.0
-8.75,139.2,525080808.0,15.61,1.0
-8.46,139.04,525080808.0,0.0,252.0
-8.61,138.85,525080808.0,10.31,324.0
-8.58,138.77,525080808.0,10.48,336.0
-2.28,104.84,525100456.0,0.38,177.0
-2.2,104.97,525100456.0,1.02,180.0
-2.23,105.06,525100456.0,1.04,183.0
-2.21,105.02,525100456.0,1.03,182.0
-2.25,104.88,525100456.0,1.07,178.0
-2.21,104.92,525100456.0,1.02,179.0
-2.2,105.0,525100456.0,1.02,181.0
-6.93,112.73,525100624.0,1.0,208.0
-6.93,112.73,525100624.0,0.78,205.0
-6.93,112.73,525100624.0,0.55,201.0
-6.93,112.73,525100624.0,2.31,207.0
-6.93,112.73,525100624.0,0.26,146.0
-6.93,112.73,525100624.0,0.8,209.0
-6.93,112.73,525100624.0,0.65,211.0
-6.93,112.73,525100624.0,0.62,272.0
-6.93,112.73,525100624.0,0.33,273.0
-6.93,112.73,525100624.0,1.5,213.0
-6.93,112.73,525100624.0,0.9,210.0
-6.93,112.73,525100624.0,1.05,202.0
-6.93,112.73,525100624.0,1.05,204.0
-8.76,115.25,525101207.0,0.26,307.0
-5.54,135.11,525101285.0,0.77,189.0
-5.53,135.15,525101285.0,1.01,188.0
-5.55,135.18,525101285.0,0.53,187.0
-5.79,106.9,525101311.0,0.28,32.0
-5.33,135.9,525101379.0,18.56,97.0
-5.58,135.81,525101379.0,3.35,101.0
-5.51,135.53,525101379.0,0.0,136.0
-5.04,136.34,525101379.0,0.0,166.0
-5.44,135.62,525101379.0,3.43,139.0
-5.83,135.31,525101380.0,0.77,198.0
-5.92,135.63,525101380.0,0.24,192.0
-5.84,135.36,525101380.0,1.05,197.0
-5.84,135.38,525101380.0,4.08,196.0
-5.43,134.79,525101381.0,0.8,262.0
-7.45,135.7,525101452.0,7.04,139.0
-7.46,135.64,525101452.0,14.33,116.0
-7.48,135.68,525101452.0,7.81,151.0
-7.42,135.72,525101452.0,15.8,132.0
-7.44,135.71,525101452.0,3.83,19.0
-7.46,135.69,525101452.0,3.64,144.0
-7.4,135.71,525101452.0,5.14,53.0
-7.42,135.78,525101452.0,17.05,85.0
-7.48,135.73,525101452.0,1.59,92.0
-7.48,135.74,525101452.0,0.95,91.0
-7.43,135.73,525101452.0,7.57,61.0
-7.45,135.7,525101452.0,4.17,11.0
-7.47,135.73,525101452.0,12.15,176.0
-7.43,135.69,525101452.0,9.26,102.0
-7.19,135.14,525101452.0,1.6,194.0
-7.48,135.68,525101452.0,3.77,90.0
-7.49,135.62,525101452.0,12.05,164.0
-7.21,135.25,525101452.0,0.26,193.0
-7.44,135.69,525101452.0,11.23,43.0
-7.44,135.69,525101452.0,2.95,22.0
-7.44,135.69,525101452.0,9.09,32.0
-7.44,135.7,525101452.0,11.04,7.0
-7.44,135.72,525101452.0,2.09,13.0
-7.39,135.67,525101452.0,4.3,185.0
-7.44,135.74,525101452.0,1.04,23.0
-7.42,135.72,525101452.0,0.29,181.0
-7.41,135.73,525101452.0,1.18,140.0
-7.44,135.69,525101452.0,1.15,15.0
-7.49,135.71,525101452.0,4.75,48.0
-7.53,135.73,525101452.0,7.29,68.0
-7.22,135.27,525101452.0,4.89,192.0
-7.34,135.55,525101452.0,1.39,187.0
-7.37,135.61,525101452.0,1.15,186.0
-7.41,135.7,525101452.0,4.56,180.0
-7.43,135.76,525101452.0,0.88,86.0
-7.44,135.7,525101452.0,0.77,14.0
1.22,129.69,525101464.0,11.73,161.0
1.31,129.48,525101464.0,2.32,140.0
1.31,129.67,525101464.0,8.76,150.0
1.28,129.55,525101464.0,11.92,211.0
1.29,129.53,525101464.0,0.53,141.0
1.37,129.38,525101464.0,0.9,136.0
1.77,129.56,525101464.0,1.76,291.0
1.15,129.7,525101464.0,12.94,224.0
1.09,129.58,525101464.0,0.6,263.0
1.1,129.58,525101464.0,3.48,262.0
1.6,129.54,525101464.0,8.62,289.0
1.14,129.6,525101464.0,10.69,259.0
1.08,129.58,525101464.0,1.25,264.0
1.22,129.62,525101464.0,3.31,268.0
1.2,129.62,525101464.0,23.87,248.0
1.4,129.68,525101464.0,1.91,269.0
1.37,129.41,525101464.0,0.0,134.0
1.37,129.39,525101464.0,0.9,135.0
1.36,129.38,525101464.0,0.48,138.0
1.39,129.64,525101464.0,10.8,280.0
1.75,129.46,525101464.0,14.1,305.0
1.36,129.36,525101464.0,1.15,137.0
1.47,129.6,525101464.0,0.0,199.0
-5.0,134.77,525101528.0,0.58,28.0
-5.19,135.79,525101528.0,5.81,144.0
-5.16,135.91,525101528.0,0.54,114.0
-5.14,135.88,525101528.0,8.74,113.0
-5.1,135.79,525101528.0,3.64,125.0
-5.1,135.79,525101528.0,2.14,128.0
-5.12,135.78,525101528.0,1.75,149.0
-5.13,135.8,525101528.0,2.38,133.0
-5.18,135.81,525101528.0,3.54,131.0
-5.28,135.83,525101528.0,4.49,138.0
-4.97,134.77,525101528.0,7.63,49.0
-4.97,134.77,525101528.0,5.1,17.0
-4.96,134.8,525101528.0,0.53,34.0
-4.88,134.61,525101528.0,9.57,0.0
-5.47,135.6,525101528.0,0.97,188.0
-4.88,134.75,525101528.0,6.53,42.0
-5.09,135.83,525101528.0,7.86,122.0
-4.98,134.77,525101528.0,10.44,60.0
-4.98,134.77,525101528.0,2.54,26.0
-4.94,134.78,525101528.0,0.55,18.0
-4.99,134.76,525101528.0,3.78,64.0
-4.96,134.78,525101528.0,1.25,35.0
-5.01,134.77,525101528.0,4.39,32.0
-4.91,134.77,525101528.0,8.31,12.0
-5.36,135.5,525101528.0,6.83,204.0
-5.4,135.47,525101528.0,3.66,196.0
-5.36,135.47,525101528.0,1.75,206.0
-5.36,135.46,525101528.0,0.77,197.0
-5.53,135.52,525101528.0,4.53,174.0
-5.47,135.55,525101528.0,3.31,155.0
-5.39,135.28,525101528.0,5.14,223.0
-5.52,135.6,525101528.0,2.14,169.0
-5.47,135.62,525101528.0,6.9,187.0
-5.53,135.63,525101528.0,5.87,167.0
-5.37,135.66,525101528.0,2.66,208.0
-5.47,135.51,525101528.0,1.98,193.0
-5.48,135.52,525101528.0,0.13,181.0
-5.48,135.52,525101528.0,6.58,180.0
-5.47,135.54,525101528.0,2.27,191.0
-4.86,134.74,525101528.0,2.74,20.0
-5.42,135.16,525101528.0,2.51,227.0
-5.35,135.48,525101528.0,7.77,216.0
-5.0,134.77,525101528.0,1.01,33.0
-4.93,134.78,525101528.0,3.68,24.0
-4.99,134.77,525101528.0,1.01,27.0
-5.12,135.79,525101528.0,4.01,148.0
-5.02,135.15,525101528.0,6.1,95.0
-5.04,135.24,525101528.0,14.29,81.0
-5.07,135.67,525101528.0,0.93,105.0
-5.03,135.3,525101528.0,2.28,83.0
-5.02,135.18,525101528.0,1.42,97.0
-5.26,135.68,525101528.0,2.56,152.0
-5.43,135.12,525101528.0,1.44,229.0
-5.4,135.24,525101528.0,1.58,225.0
-5.49,135.13,525101528.0,7.08,236.0
-5.36,135.39,525101528.0,2.08,218.0
-4.99,135.13,525101528.0,5.75,89.0
-4.9,134.72,525101528.0,3.99,4.0
-4.87,134.76,525101528.0,3.17,67.0
-5.53,135.58,525101528.0,5.92,161.0
-9.41,109.06,525101581.0,0.6,267.0
-9.44,109.07,525101581.0,4.22,266.0
-9.57,109.13,525101581.0,1.32,262.0
-9.53,139.92,525101681.0,1.34,157.0
-9.54,139.92,525101681.0,19.54,200.0
-9.53,139.92,525101681.0,7.87,180.0
-9.53,139.92,525101681.0,3.17,152.0
-9.54,139.92,525101681.0,13.17,149.0
-9.53,139.92,525101681.0,3.33,155.0
-9.53,139.92,525101681.0,3.93,204.0
-9.54,139.92,525101681.0,15.78,172.0
-6.16,105.7,525101763.0,1.02,52.0
-6.19,105.67,525101763.0,1.05,51.0
-6.29,105.56,525101763.0,0.25,48.0
-6.22,105.64,525101763.0,1.23,50.0
-6.26,105.59,525101763.0,0.77,49.0
-6.13,105.73,525101763.0,0.51,53.0
1.46,129.35,525101947.0,0.25,79.0
1.56,129.36,525101947.0,2.97,76.0
1.48,130.02,525101947.0,0.0,336.0
1.52,129.36,525101947.0,1.01,77.0
1.51,128.75,525101947.0,1.59,122.0
1.61,129.69,525101947.0,3.89,184.0
1.63,129.62,525101947.0,11.75,25.0
1.74,129.49,525101947.0,6.11,97.0
1.6,129.52,525101947.0,11.32,73.0
1.55,129.39,525101947.0,2.08,62.0
1.51,129.45,525101947.0,0.02,60.0
1.7,129.39,525101947.0,12.78,91.0
1.47,129.36,525101947.0,1.04,78.0
1.56,128.98,525101947.0,18.57,116.0
1.67,131.31,525101947.0,0.16,253.0
1.68,131.31,525101947.0,22.89,252.0
1.68,130.98,525101947.0,1.64,278.0
1.54,129.47,525101947.0,7.59,32.0
1.81,130.95,525101947.0,1.41,302.0
1.55,130.38,525101947.0,19.64,204.0
1.76,131.04,525101947.0,14.52,267.0
1.72,130.91,525101947.0,23.48,227.0
1.76,130.99,525101947.0,8.89,276.0
1.5,128.88,525101947.0,3.99,120.0
1.67,131.01,525101947.0,0.92,279.0
1.8,130.88,525101947.0,0.5,301.0
1.8,130.86,525101947.0,21.89,300.0
1.46,130.24,525101947.0,17.38,13.0
1.8,130.92,525101947.0,2.09,230.0
1.47,129.68,525101947.0,0.06,180.0
-6.08,106.89,525101950.0,0.94,324.0
-6.08,106.9,525101950.0,0.25,289.0
-6.08,106.91,525101950.0,1.0,325.0
-6.08,106.88,525101950.0,1.03,323.0
-6.11,106.91,525101950.0,0.15,322.0
5.33,94.16,525106415.0,4.8,19.0
5.56,94.11,525106415.0,3.61,71.0
5.42,94.02,525106415.0,0.88,85.0
5.42,94.02,525106415.0,1.05,86.0
5.43,94.02,525106415.0,3.67,83.0
5.42,94.02,525106415.0,0.92,84.0
5.42,94.02,525106415.0,0.9,88.0
5.28,93.97,525106415.0,1.19,46.0
5.72,94.76,525106415.0,7.47,113.0
5.33,94.16,525106415.0,0.25,21.0
5.56,94.14,525106415.0,0.55,60.0
5.56,94.14,525106415.0,7.91,68.0
5.56,94.14,525106415.0,0.6,59.0
5.42,94.02,525106415.0,1.1,87.0
5.28,93.98,525106415.0,0.55,38.0
5.28,93.97,525106415.0,1.2,36.0
5.28,93.97,525106415.0,0.56,47.0
5.35,94.17,525106415.0,4.35,14.0
5.33,94.16,525106415.0,0.85,20.0
5.28,93.97,525106415.0,3.85,35.0
5.28,93.97,525106415.0,3.65,41.0
5.28,93.97,525106415.0,0.55,42.0
5.28,93.97,525106415.0,3.25,45.0
5.43,94.03,525106415.0,1.15,89.0
5.28,93.98,525106415.0,0.85,37.0
5.43,94.03,525106415.0,0.95,90.0
5.43,94.02,525106415.0,0.8,91.0
5.42,94.02,525106415.0,1.05,92.0
5.35,94.17,525106415.0,0.27,15.0
5.3,94.15,525106415.0,15.43,10.0
5.27,93.97,525106415.0,2.04,49.0
-8.64,140.17,525110721.0,1.61,187.0
-8.66,140.18,525110721.0,2.65,227.0
-8.66,140.18,525110721.0,0.38,228.0
-8.85,139.91,525110721.0,3.46,17.0
-8.64,140.09,525110721.0,0.57,178.0
-8.73,140.09,525110721.0,0.87,52.0
-8.65,140.19,525110721.0,2.5,239.0
-8.65,140.2,525110721.0,1.55,229.0
-8.65,140.25,525110721.0,0.52,232.0
-8.63,140.17,525110721.0,7.45,185.0
-9.03,140.04,525110721.0,2.9,44.0
-8.73,140.15,525110721.0,2.3,57.0
-8.22,139.8,525110721.0,1.54,157.0
-8.22,139.82,525110721.0,2.29,165.0
-8.23,139.8,525110721.0,0.79,133.0
-8.87,140.32,525110721.0,2.89,211.0
-8.26,139.76,525110721.0,4.84,127.0
-9.02,140.02,525110721.0,1.33,32.0
-9.02,140.02,525110721.0,5.24,31.0
-9.05,140.0,525110721.0,0.9,37.0
-9.03,139.94,525110721.0,1.38,24.0
-9.05,139.99,525110721.0,2.65,47.0
-8.73,140.16,525110721.0,4.76,67.0
-9.05,140.01,525110721.0,1.53,36.0
-8.95,139.93,525110721.0,0.33,23.0
-8.87,140.27,525110721.0,5.14,199.0
-8.85,140.27,525110721.0,2.22,215.0
-8.84,140.26,525110721.0,1.35,205.0
-8.8,140.24,525110721.0,1.4,216.0
-8.85,139.93,525110721.0,0.35,8.0
-8.88,139.92,525110721.0,1.35,22.0
-8.68,140.23,525110721.0,2.77,224.0
-8.68,140.25,525110721.0,3.07,236.0
-8.75,140.14,525110721.0,1.37,71.0
-9.03,139.94,525110721.0,1.0,25.0
-8.24,139.79,525110721.0,3.55,131.0
-8.22,139.82,525110721.0,3.1,160.0
-8.31,139.72,525110721.0,5.22,108.0
-8.66,140.26,525110721.0,1.21,233.0
-8.65,140.22,525110721.0,2.11,231.0
-8.63,140.24,525110721.0,0.42,241.0
-8.66,140.19,525110721.0,1.04,240.0
-8.75,140.12,525110721.0,1.01,72.0
-8.74,140.17,525110721.0,2.35,69.0
-8.72,140.13,525110721.0,1.73,55.0
-8.74,140.14,525110721.0,3.54,62.0
-8.73,140.1,525110721.0,0.43,53.0
-8.73,140.15,525110721.0,1.6,59.0
-8.68,140.21,525110721.0,1.04,225.0
-8.68,140.25,525110721.0,0.49,237.0
-8.63,140.14,525110721.0,3.65,190.0
-8.68,140.26,525110721.0,2.32,221.0
-8.84,140.25,525110721.0,1.43,204.0
-8.85,140.24,525110721.0,2.71,203.0
-8.87,140.27,525110721.0,0.42,200.0
-9.01,139.99,525110721.0,2.01,49.0
-9.05,140.0,525110721.0,1.01,38.0
-9.03,139.94,525110721.0,0.73,26.0
-9.04,140.02,525110721.0,1.76,35.0
-9.03,140.04,525110721.0,0.73,45.0
-9.02,140.02,525110721.0,2.8,41.0
-9.03,140.02,525110721.0,0.58,33.0
-8.88,140.31,525110721.0,1.04,212.0
-8.85,140.32,525110721.0,3.01,208.0
-8.85,139.93,525110721.0,1.64,7.0
-8.33,139.7,525110721.0,0.95,102.0
-8.63,140.05,525110721.0,0.85,177.0
-8.88,139.9,525110721.0,3.66,11.0
-8.3,139.73,525110721.0,6.08,114.0
-8.28,139.68,525110721.0,0.77,84.0
-8.28,139.68,525110721.0,1.25,87.0
-8.26,139.65,525110721.0,3.09,95.0
-8.23,139.78,525110721.0,0.9,144.0
-8.22,139.81,525110721.0,2.36,167.0
-8.22,139.82,525110721.0,1.13,162.0
-8.23,139.8,525110721.0,4.26,137.0
-8.22,139.79,525110721.0,10.38,155.0
-8.24,139.68,525110721.0,8.1,123.0
-8.23,139.75,525110721.0,1.27,145.0
-8.28,139.68,525110721.0,1.41,86.0
-8.85,139.89,525110721.0,2.39,5.0
-8.26,139.7,525110721.0,3.47,92.0
-8.32,139.64,525110721.0,2.29,97.0
-8.32,139.71,525110721.0,1.29,103.0
-8.33,139.68,525110721.0,3.39,101.0
-8.23,139.8,525110721.0,0.27,143.0
-8.23,139.81,525110721.0,5.23,142.0
-8.24,139.79,525110721.0,1.29,132.0
-8.81,139.62,525110721.0,2.45,2.0
-8.82,139.57,525110721.0,1.85,0.0
-8.85,139.91,525110721.0,0.78,6.0
-8.88,139.89,525110721.0,1.56,13.0
-8.87,139.91,525110721.0,3.96,21.0
-8.88,139.88,525110721.0,0.78,14.0
