Lat,Lon,Time Range,mmsi,Apparent Fishing Hours
-6.83,109.85,2024-04-14 07:00,0.0,1.06
-6.81,109.89,2024-04-14 06:00,0.0,1.58
-6.85,109.81,2024-04-14 08:00,0.0,0.93
-6.69,110.08,2024-04-14 02:00,0.0,1.24
-6.47,110.46,2024-04-13 15:00,0.0,1.04
-6.39,110.6,2024-04-13 12:00,0.0,1.1
-6.36,110.72,2024-04-13 09:00,0.0,1.04
-6.26,111.15,2024-04-13 00:00,0.0,1.2
-6.27,111.12,2024-04-13 01:00,0.0,1.04
-6.24,111.24,2024-04-12 21:00,0.0,1.06
-6.22,111.31,2024-04-12 18:00,0.0,1.03
-6.21,111.38,2024-04-12 16:00,0.0,1.25
-6.14,111.59,2024-04-12 11:00,0.0,1.04
-6.04,111.79,2024-04-12 07:00,0.0,1.36
-6.12,111.63,2024-04-12 10:00,0.0,1.09
-6.09,111.68,2024-04-12 09:00,0.0,2.48
-5.93,112.03,2024-04-12 01:00,0.0,1.01
-5.91,112.06,2024-04-12 00:00,0.0,1.09
-5.78,112.35,2024-04-11 15:00,0.0,1.19
-5.87,112.47,2024-04-02 01:00,525410700.0,0.63
-6.02,111.84,2024-04-12 05:00,0.0,1.64
-9.39,107.24,2024-04-13 12:00,0.0,8.76
-9.46,107.4,2024-04-12 02:00,0.0,1.15
-8.84,108.77,2024-04-10 06:00,525621000.0,0.76
-8.76,108.9,2024-04-12 15:00,525621000.0,4.77
-8.95,108.82,2024-04-10 04:00,525621000.0,1.51
-9.06,108.93,2024-04-01 17:00,525621000.0,5.41
-8.79,109.06,2024-04-13 11:00,525621000.0,7.13
-8.76,109.1,2024-04-12 06:00,525621000.0,3.01
-8.8,109.25,2024-04-13 04:00,525621000.0,11.76
-8.76,109.22,2024-04-11 14:00,525621000.0,3.59
-8.81,109.2,2024-04-11 05:00,525621000.0,10.46
-8.83,109.28,2024-04-12 03:00,525621000.0,0.44
-8.78,109.27,2024-04-13 19:00,525621000.0,5.5
-8.86,109.16,2024-04-11 10:00,525621000.0,2.25
-9.01,109.03,2024-04-10 18:00,525621000.0,2.31
-8.98,109.04,2024-04-10 02:00,525621000.0,0.96
-9.05,109.1,2024-04-10 19:00,525621000.0,1.05
-9.17,109.31,2024-04-09 13:00,525621000.0,3.16
-9.7,109.19,2024-04-02 06:00,525621000.0,8.24
-10.13,108.77,2024-04-06 08:00,0.0,6.19
-10.4,108.41,2024-04-08 14:00,525621000.0,2.96
-10.29,108.79,2024-04-07 14:00,0.0,4.62
-10.26,108.84,2024-04-05 13:00,525621000.0,18.24
-10.3,108.94,2024-04-05 15:00,525621000.0,1.94
-10.42,108.77,2024-04-07 08:00,525621000.0,0.53
-10.42,108.9,2024-04-06 12:00,525621000.0,4.28
-10.05,109.05,2024-04-06 20:00,0.0,11.43
-10.23,109.05,2024-04-04 07:00,525621000.0,10.53
-10.26,109.32,2024-04-04 17:00,525621000.0,1.41
-10.38,109.17,2024-04-07 02:00,525621000.0,1.12
-11.69,111.78,2024-04-06 08:00,525201211.0,2.16
-11.72,111.85,2024-04-06 09:00,525201211.0,0.95
-0.54,117.41,2024-04-09 04:00,0.0,1.01
-0.08,117.75,2024-04-09 09:00,0.0,1.03
-0.06,117.76,2024-04-04 21:00,0.0,1.02
-0.01,117.76,2024-04-04 22:00,0.0,1.01
-0.09,117.75,2024-04-07 03:00,0.0,0.99
-0.14,117.75,2024-04-09 10:00,0.0,1.03
-0.26,117.54,2024-04-03 12:00,0.0,0.54
-0.26,117.57,2024-04-07 08:00,0.0,0.09
-0.26,117.57,2024-04-07 07:00,0.0,6.69
-0.25,117.52,2024-04-14 01:00,0.0,0.99
-0.26,117.54,2024-04-02 13:00,0.0,0.56
-0.22,117.57,2024-04-12 06:00,0.0,0.98
-0.24,117.58,2024-04-07 02:00,0.0,0.14
-0.24,117.58,2024-04-07 09:00,0.0,0.54
-0.24,117.58,2024-04-06 16:00,0.0,0.99
-0.24,117.58,2024-04-07 03:00,0.0,0.5
-0.24,117.58,2024-04-06 20:00,0.0,1.0
-0.22,117.55,2024-04-12 20:00,0.0,0.51
-0.22,117.54,2024-04-12 08:00,0.0,0.25
-0.24,117.59,2024-04-07 00:00,0.0,0.29
-0.24,117.59,2024-04-12 05:00,0.0,1.19
-0.33,117.51,2024-04-13 20:00,0.0,1.1
-0.32,117.51,2024-04-13 21:00,0.0,1.0
-0.28,117.53,2024-04-08 22:00,0.0,1.0
-0.27,117.57,2024-04-04 19:00,0.0,1.1
-0.28,117.52,2024-04-04 20:00,0.0,0.51
-0.27,117.59,2024-04-07 01:00,0.0,0.31
-0.25,117.64,2024-04-06 04:00,0.0,1.0
-0.24,117.6,2024-04-01 09:00,0.0,1.02
-0.25,117.63,2024-04-12 04:00,0.0,0.88
-0.25,117.73,2024-04-09 12:00,0.0,1.02
-0.19,117.74,2024-04-09 11:00,0.0,0.79
-0.24,117.74,2024-04-07 06:00,0.0,0.99
-0.21,117.74,2024-04-04 18:00,0.0,1.01
-0.28,117.64,2024-04-08 20:00,0.0,1.01
-0.29,117.66,2024-04-09 13:00,0.0,0.75
-0.29,117.67,2024-04-09 02:00,0.0,0.5
-0.33,117.65,2024-04-05 14:00,0.0,1.04
-0.34,117.66,2024-04-04 22:00,0.0,0.76
-0.33,117.65,2024-04-06 11:00,0.0,0.95
-0.34,117.65,2024-04-05 20:00,0.0,0.77
-0.32,117.65,2024-04-04 13:00,0.0,1.01
-0.33,117.65,2024-04-05 18:00,0.0,1.03
-0.33,117.66,2024-04-05 05:00,0.0,1.04
-0.3,117.66,2024-04-11 05:00,0.0,0.77
-0.3,117.66,2024-04-11 06:00,0.0,0.15
-0.29,117.66,2024-04-11 22:00,0.0,0.88
-0.33,117.65,2024-04-06 13:00,0.0,1.0
-0.29,117.67,2024-04-08 22:00,0.0,1.37
-0.29,117.66,2024-04-09 06:00,0.0,0.1
-0.29,117.66,2024-04-09 18:00,0.0,0.25
-0.29,117.66,2024-04-08 16:00,0.0,1.0
-0.29,117.68,2024-04-04 08:00,0.0,1.01
-0.33,117.65,2024-04-05 06:00,0.0,0.95
-0.29,117.66,2024-04-10 12:00,0.0,1.0
-0.29,117.66,2024-04-09 15:00,0.0,0.75
-0.3,117.67,2024-04-11 04:00,0.0,0.78
-0.34,117.65,2024-04-04 17:00,0.0,1.04
-0.29,117.66,2024-04-11 19:00,0.0,0.05
-0.29,117.66,2024-04-11 14:00,0.0,1.05
-0.29,117.67,2024-04-08 23:00,0.0,0.5
-0.34,117.65,2024-04-06 01:00,0.0,0.25
-0.29,117.65,2024-04-03 22:00,0.0,0.77
-0.33,117.67,2024-04-06 16:00,0.0,1.0
-0.29,117.65,2024-04-04 02:00,0.0,0.45
-0.33,117.66,2024-04-05 03:00,0.0,1.02
-0.34,117.66,2024-04-05 00:00,0.0,1.05
-0.29,117.66,2024-04-12 01:00,0.0,0.5
-0.3,117.66,2024-04-09 07:00,0.0,0.25
-0.33,117.65,2024-04-06 15:00,0.0,1.0
-0.29,117.65,2024-04-03 15:00,0.0,0.59
-0.29,117.66,2024-04-08 14:00,0.0,1.03
-0.31,117.66,2024-04-12 09:00,0.0,0.76
-0.33,117.65,2024-04-06 10:00,0.0,0.6
-0.29,117.6,2024-04-04 10:00,0.0,1.15
-0.33,117.64,2024-04-04 01:00,0.0,1.01
-0.29,117.6,2024-04-04 11:00,0.0,0.95
-0.29,117.6,2024-04-04 07:00,0.0,1.05
-0.32,117.61,2024-04-06 20:00,0.0,1.0
-0.29,117.6,2024-04-06 21:00,0.0,0.88
-0.31,117.66,2024-04-02 16:00,0.0,1.02
-0.31,117.66,2024-04-02 17:00,0.0,0.78
-0.28,117.66,2024-04-07 18:00,0.0,1.0
-0.27,117.67,2024-04-10 18:00,0.0,0.56
-0.27,117.64,2024-04-07 12:00,0.0,1.01
-0.33,117.67,2024-04-02 20:00,0.0,0.19
-0.33,117.68,2024-04-04 08:00,0.0,0.99
-0.33,117.67,2024-04-01 20:00,0.0,0.5
-0.33,117.67,2024-04-01 22:00,0.0,0.37
-0.27,117.68,2024-04-09 18:00,0.0,0.42
-0.27,117.68,2024-04-08 00:00,0.0,0.07
-0.27,117.67,2024-04-10 20:00,0.0,0.99
-0.27,117.68,2024-04-08 20:00,0.0,1.0
-0.28,117.66,2024-04-07 19:00,0.0,1.0
-0.27,117.67,2024-04-09 16:00,0.0,1.01
-0.28,117.66,2024-04-07 20:00,0.0,1.0
-0.27,117.67,2024-04-10 19:00,0.0,0.74
-0.32,117.66,2024-04-01 12:00,0.0,0.79
-0.27,117.66,2024-04-07 13:00,0.0,0.99
-0.28,117.66,2024-04-07 15:00,0.0,1.0
-0.29,117.65,2024-04-01 11:00,0.0,0.97
-0.27,117.67,2024-04-09 15:00,0.0,0.33
-0.27,117.68,2024-04-08 21:00,0.0,1.0
-0.27,117.68,2024-04-09 21:00,0.0,1.0
-0.35,117.69,2024-04-01 22:00,0.0,0.92
-0.35,117.69,2024-04-02 22:00,0.0,1.05
-0.28,117.69,2024-04-03 00:00,0.0,1.01
-0.35,117.69,2024-04-02 06:00,0.0,0.76
-0.35,117.69,2024-04-02 02:00,0.0,1.01
-0.3,117.69,2024-04-08 19:00,0.0,0.99
-0.35,117.69,2024-04-02 10:00,0.0,1.01
-0.35,117.69,2024-04-01 18:00,0.0,1.02
-0.35,117.69,2024-04-02 15:00,0.0,1.01
-0.3,117.69,2024-04-08 14:00,0.0,1.0
-0.27,117.69,2024-04-03 02:00,0.0,1.01
-0.35,117.69,2024-04-02 14:00,0.0,1.01
-0.31,117.69,2024-04-06 19:00,0.0,1.02
-0.31,117.69,2024-04-08 03:00,0.0,0.5
-0.3,117.69,2024-04-05 08:00,0.0,0.5
-0.3,117.69,2024-04-05 10:00,0.0,0.24
-0.28,117.7,2024-04-12 22:00,0.0,0.27
-0.31,117.69,2024-04-06 20:00,0.0,0.69
-0.31,117.69,2024-04-08 08:00,0.0,0.04
-0.28,117.7,2024-04-12 15:00,0.0,1.06
-0.28,117.7,2024-04-14 09:00,0.0,0.18
-0.31,117.69,2024-04-07 14:00,0.0,1.05
-0.28,117.7,2024-04-14 14:00,0.0,0.96
-0.28,117.7,2024-04-12 12:00,0.0,1.14
-0.31,117.69,2024-04-08 06:00,0.0,0.64
-0.28,117.7,2024-04-12 16:00,0.0,0.76
-0.31,117.69,2024-04-08 00:00,0.0,0.4
-0.28,117.7,2024-04-12 14:00,0.0,1.04
-0.28,117.7,2024-04-14 16:00,0.0,1.03
-0.28,117.7,2024-04-14 12:00,0.0,1.19
-0.34,117.73,2024-04-07 08:00,0.0,1.0
-0.28,117.69,2024-04-05 20:00,0.0,1.0
-0.28,117.69,2024-04-04 10:00,0.0,0.77
-0.28,117.69,2024-04-04 20:00,0.0,1.01
-0.28,117.69,2024-04-05 16:00,0.0,0.97
-0.28,117.69,2024-04-05 18:00,0.0,1.0
-0.28,117.69,2024-04-05 13:00,0.0,1.01
-0.31,117.69,2024-04-04 09:00,0.0,1.01
-0.28,117.69,2024-04-04 11:00,0.0,0.67
-0.04,117.83,2024-04-12 16:00,0.0,1.0
-0.09,117.9,2024-04-03 03:00,0.0,1.63
-0.1,117.82,2024-04-01 08:00,0.0,1.04
-0.14,117.81,2024-04-12 18:00,0.0,1.02
-0.26,117.79,2024-04-01 05:00,0.0,1.02
-0.24,117.8,2024-04-12 20:00,0.0,1.03
-0.31,117.78,2024-04-01 04:00,0.0,1.0
-0.36,117.49,2024-04-13 19:00,0.0,1.08
-0.46,117.57,2024-04-04 08:00,353001940.0,0.86
-0.5,117.58,2024-04-03 03:00,353001940.0,3.81
-0.48,117.57,2024-04-04 06:00,353001940.0,0.57
-0.37,117.69,2024-04-08 12:00,0.0,1.0
-0.39,117.69,2024-04-08 10:00,0.0,1.0
-0.41,117.76,2024-04-01 02:00,0.0,1.04
-0.38,117.77,2024-04-12 23:00,0.0,1.01
-0.4,117.69,2024-04-02 13:00,0.0,1.02
-0.36,117.73,2024-04-04 15:00,0.0,1.02
-0.39,117.73,2024-04-07 09:00,0.0,1.0
-0.49,117.63,2024-04-05 11:00,353001940.0,1.02
-0.51,117.7,2024-04-01 12:00,0.0,1.01
-0.47,117.7,2024-04-15 00:00,0.0,1.1
-0.49,117.7,2024-04-03 19:00,0.0,1.02
-0.44,117.7,2024-04-02 12:00,0.0,0.83
-0.48,117.71,2024-04-02 11:00,0.0,1.07
-0.5,117.72,2024-04-07 11:00,0.0,0.99
-0.46,117.72,2024-04-04 13:00,0.0,0.91
-0.55,117.7,2024-04-07 23:00,0.0,1.01
-0.56,117.7,2024-04-14 23:00,0.0,1.01
-0.6,117.7,2024-04-14 22:00,0.0,0.89
-0.58,117.7,2024-04-07 22:00,0.0,1.01
-0.54,117.7,2024-04-01 11:00,0.0,1.01
-0.61,117.71,2024-04-03 15:00,0.0,2.11
-0.6,117.71,2024-04-03 16:00,0.0,0.88
-0.57,117.71,2024-04-03 17:00,0.0,1.04
-0.59,117.72,2024-04-13 04:00,0.0,0.81
-0.55,117.71,2024-04-06 12:00,0.0,1.08
-0.59,117.71,2024-04-04 10:00,0.0,1.03
-0.69,117.7,2024-04-01 07:00,0.0,1.45
-0.67,117.7,2024-04-07 19:00,0.0,1.26
-0.65,117.71,2024-04-04 08:00,0.0,1.02
-0.84,117.31,2024-04-13 18:00,0.0,3.83
-0.85,117.31,2024-04-13 22:00,0.0,1.0
-0.84,117.31,2024-04-13 21:00,0.0,1.05
-0.93,117.31,2024-04-02 21:00,0.0,0.65
-0.92,117.31,2024-04-02 20:00,0.0,1.0
-0.97,117.32,2024-04-14 03:00,0.0,0.41
-0.98,117.32,2024-04-02 23:00,0.0,2.03
-1.23,117.03,2024-04-08 01:00,0.0,1.19
-1.26,116.79,2024-04-01 11:00,525700464.0,1.02
-1.24,116.79,2024-04-14 14:00,0.0,1.01
-1.3,116.81,2024-04-14 12:00,0.0,0.99
-1.24,116.8,2024-04-04 08:00,525400675.0,0.28
-1.3,116.91,2024-04-01 09:00,525700464.0,1.08
-1.29,116.94,2024-04-03 20:00,0.0,0.19
-1.29,116.94,2024-04-14 10:00,0.0,0.42
-1.29,116.91,2024-04-14 16:00,525400675.0,0.85
-1.32,116.93,2024-04-07 18:00,525400675.0,1.0
-1.29,116.91,2024-04-14 14:00,525400675.0,0.85
-1.29,116.93,2024-04-14 17:00,525400675.0,0.82
-1.32,116.93,2024-04-07 19:00,525400675.0,1.1
-1.32,116.93,2024-04-07 16:00,525400675.0,0.9
-1.24,117.06,2024-04-14 07:00,0.0,1.0
-1.3,117.03,2024-04-03 10:00,0.0,1.89
-1.3,117.03,2024-04-03 18:00,0.0,1.0
-1.3,117.03,2024-04-02 02:00,0.0,0.2
-1.3,117.03,2024-04-03 15:00,0.0,0.65
-1.35,116.98,2024-04-14 17:00,525700464.0,0.42
-1.34,116.98,2024-04-14 16:00,525700464.0,1.0
-1.32,116.96,2024-04-07 15:00,525400675.0,0.3
-1.32,116.96,2024-04-06 16:00,525700561.0,1.1
-1.34,116.97,2024-04-13 03:00,525700561.0,0.42
-1.33,116.95,2024-04-06 06:00,525700561.0,1.03
-1.35,116.92,2024-04-03 19:00,525700561.0,0.08
-1.33,116.93,2024-04-06 08:00,525700561.0,1.01
-1.33,116.93,2024-04-06 07:00,525700561.0,1.02
-1.33,116.99,2024-04-14 04:00,525700464.0,0.25
-1.33,116.99,2024-04-14 14:00,525700464.0,1.02
-1.33,116.99,2024-04-14 12:00,525700464.0,1.01
-1.33,116.99,2024-04-13 21:00,525700464.0,1.01
-1.33,116.99,2024-04-14 05:00,525700464.0,0.77
-1.33,116.99,2024-04-14 07:00,525700464.0,0.99
-1.34,116.98,2024-04-15 00:00,525700464.0,0.99
-1.33,116.99,2024-04-14 08:00,525700464.0,1.01
-1.33,116.99,2024-04-13 23:00,525700464.0,1.01
-1.33,116.99,2024-04-14 00:00,525700464.0,0.99
-1.33,116.99,2024-04-14 02:00,525700464.0,0.77
-1.37,117.05,2024-04-07 00:00,0.0,1.01
-1.35,116.99,2024-04-03 22:00,0.0,0.97
-1.34,116.99,2024-04-04 02:00,0.0,1.03
-1.34,116.99,2024-04-03 23:00,0.0,0.85
-1.34,116.99,2024-04-04 01:00,0.0,0.67
-1.34,116.99,2024-04-04 03:00,0.0,0.98
-1.34,116.99,2024-04-04 06:00,0.0,1.01
-1.34,116.99,2024-04-04 04:00,0.0,0.05
-1.09,117.22,2024-04-11 18:00,0.0,1.07
-1.13,117.17,2024-04-11 16:00,0.0,3.02
-1.12,117.18,2024-04-01 02:00,0.0,0.51
-1.09,117.21,2024-04-07 19:00,0.0,1.04
-1.17,117.11,2024-04-07 22:00,0.0,0.76
-1.17,117.11,2024-04-01 00:00,0.0,1.01
-0.77,117.68,2024-04-14 17:00,0.0,1.35
-0.73,117.69,2024-04-07 17:00,0.0,1.56
-0.74,117.69,2024-04-01 06:00,0.0,6.15
-0.83,117.65,2024-04-07 13:00,0.0,0.34
-0.79,117.67,2024-04-14 16:00,0.0,0.48
-0.83,117.65,2024-04-03 09:00,0.0,10.27
-0.81,117.66,2024-04-13 09:00,0.0,5.25
-0.96,117.45,2024-04-01 19:00,0.0,0.57
-0.94,117.56,2024-04-14 10:00,0.0,1.08
-1.01,117.51,2024-04-11 15:00,0.0,0.28
-1.01,117.5,2024-04-11 16:00,0.0,0.79
-0.9,117.61,2024-04-03 20:00,0.0,1.19
-0.88,117.63,2024-04-03 21:00,0.0,1.14
-1.05,117.79,2024-04-05 05:00,0.0,0.85
-1.02,117.89,2024-04-05 06:00,0.0,1.03
-0.98,117.99,2024-04-05 07:00,0.0,1.02
-2.25,116.71,2024-04-04 17:00,0.0,1.09
