Lat,Lon,Time Range,mmsi,Apparent Fishing Hours
-8.27,133.79,2024-04-16 09:00,0.0,9.21
-8.16,134.01,2024-04-16 08:00,0.0,6.55
-8.16,134.04,2024-04-16 20:00,0.0,8.14
-8.16,134.06,2024-04-16 12:00,0.0,3.81
-8.25,134.1,2024-04-16 02:00,0.0,13.19
-11.47,113.77,2024-04-16 12:00,525800191.0,0.46
-11.48,113.77,2024-04-16 20:00,525800191.0,1.57
-11.24,119.03,2024-04-16 00:00,0.0,1.88
-12.47,118.46,2024-04-16 16:00,525710999.0,1.91
-12.48,118.59,2024-04-16 18:00,525710999.0,1.05
-12.48,118.63,2024-04-16 19:00,525710999.0,0.58
-12.45,118.79,2024-04-16 00:00,525710999.0,0.91
-12.86,119.2,2024-04-17 00:00,525700443.0,1.06
-13.09,118.91,2024-04-16 10:00,525700443.0,2.11
-13.1,119.22,2024-04-16 22:00,525700443.0,0.44
-13.11,119.25,2024-04-16 21:00,525700443.0,2.72
-11.91,122.26,2024-04-16 10:00,0.0,7.43
-12.42,122.41,2024-04-16 04:00,0.0,0.59
-12.42,122.42,2024-04-16 03:00,0.0,1.27
-12.42,122.4,2024-04-17 00:00,0.0,3.23
-12.43,122.41,2024-04-16 17:00,0.0,1.3
-12.4,122.44,2024-04-16 01:00,0.0,0.8
-5.4,136.37,2024-04-16 17:00,0.0,0.88
-5.39,136.4,2024-04-16 11:00,0.0,0.0
-5.38,137.0,2024-04-16 18:00,0.0,7.84
-5.36,137.42,2024-04-16 07:00,0.0,19.22
-5.43,137.5,2024-04-16 13:00,0.0,1.12
-5.42,137.49,2024-04-17 00:00,0.0,10.62
-5.9,135.84,2024-04-16 21:00,0.0,1.17
-5.91,135.85,2024-04-16 18:00,0.0,1.18
-5.91,135.85,2024-04-16 13:00,0.0,1.03
-5.91,135.85,2024-04-16 19:00,0.0,1.13
-5.91,135.85,2024-04-16 00:00,0.0,1.24
-5.91,135.85,2024-04-16 08:00,0.0,1.13
-5.9,135.84,2024-04-16 23:00,0.0,1.09
-5.91,135.85,2024-04-16 12:00,0.0,1.06
-5.91,135.85,2024-04-16 05:00,0.0,1.13
-5.91,135.85,2024-04-16 11:00,0.0,1.04
-5.9,135.85,2024-04-16 20:00,0.0,0.47
-6.49,136.38,2024-04-16 22:00,0.0,0.64
-6.55,136.4,2024-04-16 21:00,0.0,1.57
-6.58,136.38,2024-04-16 17:00,0.0,1.15
-6.58,136.41,2024-04-16 20:00,0.0,3.3
