Lat,Lon,mmsi,Apparent Fishing Hours,Time Range
-6.84,138.32,2600018,1.06,78.0
-6.85,138.33,2600018,1.43,79.0
-6.94,138.19,2600018,1.28,18.0
-6.93,138.23,2600018,2.52,53.0
-6.97,138.21,2600018,1.62,27.0
-6.94,138.17,2600018,1.6,24.0
-6.94,138.2,2600018,0.91,17.0
-6.95,138.21,2600018,1.5,50.0
-6.97,138.31,2600018,0.8,58.0
-6.95,138.29,2600018,0.72,56.0
-7.0,138.26,2600018,0.68,49.0
-7.01,138.31,2600018,1.7,32.0
-6.94,138.27,2600018,1.29,55.0
-6.99,138.27,2600018,1.42,29.0
-6.88,138.37,2600018,1.05,86.0
-6.87,138.36,2600002,0.92,84.0
-6.87,138.36,2600002,4.05,83.0
-7.15,137.96,2600002,2.2,152.0
-7.02,138.03,2600002,4.05,144.0
-7.3,137.89,2600034,1.24,171.0
-7.31,137.97,2600034,2.13,168.0
-7.33,137.97,2600034,4.71,165.0
-7.31,137.98,2600018,1.57,161.0
-7.28,137.94,2600018,0.81,170.0
-7.29,137.95,2600018,1.56,169.0
-7.3,137.99,2600018,3.42,159.0
-7.02,138.32,2600018,0.64,34.0
-7.07,138.32,2600018,0.62,70.0
-7.02,138.34,2600018,1.25,63.0
-7.06,138.33,2600018,2.56,68.0
-7.07,138.35,2600018,0.55,44.0
-7.07,138.36,2600002,1.31,40.0
-7.07,138.36,2600002,1.05,39.0
-7.37,137.88,2600002,0.88,172.0
-7.46,137.87,2600035,11.77,184.0
-8.56,137.45,2600036,5.51,360.0
-8.51,137.49,2600036,14.02,320.0
-8.58,137.66,2600024,17.52,354.0
-7.68,137.35,2600035,16.38,256.0
-7.97,137.36,2600035,12.78,128.0
-8.02,137.43,2600037,2.25,137.0
-8.04,137.42,2600018,2.3,140.0
-7.98,137.49,2600018,16.21,97.0
-6.7,135.7,2600018,0.3,148.0
-6.92,135.69,2600018,11.59,25.0
-6.75,135.78,2600018,0.84,122.0
-6.73,135.83,2600018,7.08,121.0
-6.72,135.96,2600018,0.95,132.0
-6.73,135.96,2600018,2.98,131.0
-6.71,135.96,2600016,0.3,134.0
-6.92,135.78,2600016,4.92,29.0
-6.87,135.8,2600002,2.32,8.0
-9.1,139.71,2600001,1.49,68.0
-9.1,139.71,2600002,0.12,56.0
-9.1,139.71,2600002,0.59,62.0
-9.2,140.16,2600007,1.37,252.0
-9.36,139.97,2600002,3.52,132.0
-9.29,140.09,2600003,3.85,328.0
-9.35,140.08,2600005,4.54,324.0
-9.39,139.95,2600005,8.1,128.0
-9.34,140.15,2600005,0.81,204.0
-9.29,140.17,2600005,1.03,212.0
-9.29,140.17,2600005,2.6,231.0
-9.36,140.14,2600005,4.47,203.0
-9.29,140.17,2600005,14.12,226.0
-9.48,140.27,2600038,2.44,184.0
-9.49,140.27,2600001,2.85,187.0
-9.56,140.15,2600001,1.65,176.0
-9.51,140.28,2600001,0.07,108.0
-9.52,140.31,2600001,2.14,111.0
-9.88,140.18,2600006,0.73,80.0
-9.83,140.25,2600006,1.46,93.0
-9.88,140.22,2600006,0.89,84.0
-9.88,140.2,2600006,1.44,83.0
-9.91,140.26,2600001,4.01,89.0
-9.94,140.28,2600001,1.03,91.0
-9.25,140.07,2600001,2.25,134.0
-9.25,140.03,2600001,16.17,131.0
-9.52,140.23,2600001,1.12,156.0
-9.53,140.22,2600001,11.57,155.0
-9.0,138.89,2600001,3.55,120.0
-9.04,138.99,2600001,0.42,157.0
-9.17,138.83,2600001,2.94,143.0
-9.13,138.82,2600001,3.72,131.0
-9.17,138.79,2600003,2.44,128.0
-9.13,138.83,2600003,0.94,140.0
-9.21,138.8,2600005,0.43,124.0
-9.12,138.87,2600005,5.41,137.0
-8.69,139.56,2600026,0.83,277.0
-8.69,139.57,2600002,4.39,274.0
-8.66,139.64,2600002,4.63,233.0
-8.68,139.62,2600002,4.2,288.0
-8.68,139.62,2600032,2.66,263.0
-8.68,139.59,2600002,5.67,238.0
-8.68,139.63,2600002,0.0,223.0
-8.68,139.61,2600026,1.33,241.0
-8.68,139.64,2600036,2.06,279.0
-8.68,139.65,2600026,4.67,283.0
-8.68,139.63,2600002,1.39,250.0
-8.75,139.7,2600005,0.48,335.0
-8.67,139.68,2600002,1.26,243.0
-8.75,139.72,2600005,6.56,334.0
-8.68,139.68,2600005,0.67,301.0
-8.68,139.67,2600003,3.16,269.0
-8.74,139.72,2600026,4.25,317.0
-8.68,139.66,2600036,1.63,252.0
-8.68,139.66,2600026,6.57,259.0
-8.74,139.81,2600036,2.95,339.0
-8.74,139.78,2600039,9.4,348.0
-8.75,139.81,2600005,10.43,328.0
-8.75,139.79,2600036,1.41,336.0
-8.8,139.36,2600002,2.04,167.0
-9.1,139.96,2600002,4.31,256.0
-9.17,139.92,2600002,1.35,252.0
-9.25,139.91,2600005,1.42,87.0
-9.25,139.91,2600005,0.8,86.0
-9.14,139.97,2600005,10.55,231.0
-9.15,139.97,2600005,0.84,279.0
-9.16,139.96,2600005,1.89,278.0
-9.15,140.02,2600005,2.2,283.0
-9.19,139.99,2600005,0.64,273.0
-9.33,140.05,2600003,5.03,299.0
-9.28,140.15,2600003,0.32,206.0
-9.32,140.12,2600003,3.58,328.0
-9.47,140.0,2600005,1.12,154.0
-9.46,140.09,2600040,1.88,163.0
-9.55,140.27,2600041,5.05,186.0
-9.57,140.28,2600041,1.41,189.0
-5.62,135.02,2600018,20.28,20.0
-7.14,135.37,2600018,1.71,95.0
-7.3,135.51,2600018,1.5,85.0
-7.28,135.94,2600018,1.04,117.0
-7.32,136.15,2600016,2.73,120.0
-7.35,136.38,2600018,5.23,125.0
-7.39,135.89,2600002,2.53,111.0
-7.4,135.89,2600002,13.78,109.0
-7.39,136.39,2600002,1.02,126.0
-7.46,136.4,2600035,1.02,127.0
-8.22,136.33,2600042,8.12,272.0
-7.52,136.42,2600035,1.02,128.0
-7.59,136.43,2600035,1.03,129.0
-7.58,137.04,2600035,9.69,165.0
-7.58,137.09,2600035,16.72,192.0
-7.83,136.79,2600035,12.08,247.0
-7.75,136.96,2600035,3.61,235.0
-7.77,137.06,2600035,10.4,175.0
-7.78,137.05,2600035,11.75,155.0
-7.75,137.06,2600035,2.49,215.0
-7.85,137.05,2600035,3.36,212.0
-7.9,137.08,2600035,4.92,208.0
-7.91,137.08,2600035,11.15,203.0
-8.11,136.79,2600035,0.66,343.0
-8.17,136.79,2600036,17.81,342.0
-8.54,136.21,2600024,15.73,263.0
-8.51,136.24,2600037,0.57,264.0
-7.17,138.04,2600018,5.24,100.0
-7.24,137.9,2600018,5.19,125.0
-7.19,138.01,2600002,19.82,120.0
-7.17,138.78,2600002,3.75,44.0
-8.35,136.61,2600035,0.7,43.0
-8.35,136.6,2600027,1.88,107.0
-8.35,136.61,2600027,1.1,179.0
-8.35,136.6,2600043,0.53,204.0
-8.35,136.61,2600027,1.1,133.0
-8.35,136.61,2600027,0.42,236.0
-8.35,136.61,2600024,1.03,232.0
-8.35,136.61,2600044,1.03,328.0
-8.35,136.61,2600024,0.98,83.0
-8.35,136.61,2600024,2.5,299.0
-8.35,136.61,2600026,1.56,351.0
-8.35,136.61,2600027,0.28,33.0
-8.35,136.61,2600027,1.16,181.0
-8.35,136.61,2600027,0.95,256.0
-8.35,136.61,2600026,4.48,231.0
-8.35,136.61,2600028,0.39,56.0
-8.35,136.61,2600026,1.12,132.0
-8.35,136.61,2600028,3.63,18.0
-8.35,136.61,2600035,0.87,164.0
-8.35,136.61,2600027,2.57,11.0
-8.35,136.61,2600027,0.92,159.0
-8.35,136.61,2600005,1.61,131.0
-8.35,136.61,2600024,0.87,329.0
-8.35,136.61,2600030,2.19,208.0
-8.35,136.61,2600045,1.85,109.0
-8.35,136.61,2600027,0.35,9.0
-8.35,136.61,2600044,1.45,211.0
-8.35,136.6,2600024,1.82,106.0
-8.35,136.61,2600035,1.57,349.0
-8.35,136.61,2600035,0.95,252.0
-8.35,136.61,2600035,0.7,135.0
-8.35,136.61,2600036,1.08,356.0
-8.35,136.61,2600036,2.7,326.0
-8.35,136.61,2600036,0.68,354.0
-8.35,136.61,2600027,1.25,227.0
-8.35,136.61,2600024,1.17,257.0
-8.35,136.61,2600026,0.67,352.0
-8.35,136.61,2600027,3.17,112.0
-8.35,136.61,2600027,0.7,253.0
-8.35,136.61,2600026,0.87,235.0
-8.35,136.61,2600030,0.87,84.0
-8.35,136.61,2600030,1.09,163.0
-8.17,139.15,2600001,8.72,40.0
-8.69,139.43,2600001,0.0,77.0
-8.92,139.6,2600001,6.78,83.0
-9.23,139.24,2600001,0.95,236.0
-9.26,139.99,2600001,2.03,132.0
-9.3,139.97,2600001,2.07,104.0
-9.31,139.97,2600001,4.81,102.0
-9.28,139.97,2600003,1.03,130.0
-9.33,140.07,2600005,3.78,115.0
-9.31,140.04,2600005,3.85,111.0
-9.28,140.06,2600005,2.53,140.0
-9.74,137.62,2600005,0.84,273.0
-9.74,137.62,2600005,0.96,274.0
-9.73,137.64,2600026,0.79,272.0
-9.5,137.93,2600032,10.11,335.0
-9.49,138.06,2600032,5.1,325.0
-9.58,138.25,2600005,5.87,343.0
-8.44,140.11,2600002,5.0,19.0
-9.52,139.96,2600032,9.09,153.0
-8.41,136.48,2600005,0.26,141.0
-8.82,139.3,2600032,1.27,240.0
-8.82,139.31,2600002,15.64,239.0
-8.96,139.51,2600002,17.01,223.0
-9.4,139.44,2600005,7.99,187.0
-9.21,139.62,2600046,5.55,264.0
-9.41,139.64,2600046,4.83,192.0
-9.57,139.8,2600025,2.38,288.0
-10.2,139.88,2600032,17.42,360.0
-7.53,136.47,2600035,6.87,229.0
-7.62,136.45,2600002,2.29,231.0
-7.67,136.43,2600002,5.15,221.0
-7.81,136.42,2600035,1.36,252.0
-9.01,139.37,2600039,3.49,336.0
-9.16,139.47,2600032,2.29,353.0
-9.23,139.42,2600024,6.43,360.0
-7.5,137.79,2600035,0.96,108.0
-7.51,137.79,2600035,1.04,109.0
-7.49,137.8,2600035,7.9,107.0
-8.03,137.32,2600035,5.22,125.0
-8.04,137.33,2600035,13.07,229.0
-8.05,137.3,2600035,6.61,235.0
-8.03,137.34,2600035,12.35,342.0
-8.05,137.3,2600035,0.64,236.0
-8.05,137.45,2600035,23.06,184.0
-8.02,137.38,2600035,4.74,318.0
-8.05,137.43,2600035,11.54,154.0
-8.07,137.34,2600035,3.34,216.0
-8.08,137.44,2600035,7.31,161.0
-8.08,137.45,2600036,4.6,324.0
-8.08,137.4,2600035,5.73,330.0
-8.22,137.39,2600024,12.5,276.0
-8.22,137.39,2600024,1.77,278.0
-8.37,137.26,2600036,2.41,299.0
-8.35,137.29,2600024,10.29,296.0
-8.15,137.51,2600035,9.8,246.0
-8.15,137.51,2600035,17.49,263.0
-7.71,137.25,2600035,1.54,201.0
-7.66,137.25,2600035,7.61,199.0
-7.68,137.33,2600047,4.83,360.0
-7.68,137.44,2600035,0.14,248.0
-7.67,137.45,2600035,1.08,250.0
-7.65,137.42,2600035,2.82,259.0
-7.64,137.44,2600035,6.07,256.0
-7.69,137.41,2600047,3.26,355.0
-7.69,137.44,2600035,2.32,247.0
-7.67,137.49,2600035,1.73,249.0
-7.69,137.47,2600035,12.56,351.0
-7.6,137.81,2600035,2.83,187.0
-7.74,137.28,2600035,2.99,215.0
-7.84,137.2,2600035,5.46,221.0
-7.86,137.35,2600035,1.67,228.0
-7.88,137.44,2600035,6.13,269.0
-7.96,137.22,2600047,2.81,321.0
-8.03,137.17,2600036,6.33,299.0
-8.02,137.23,2600047,1.27,329.0
-7.99,137.27,2600047,0.64,337.0
-7.98,137.25,2600035,6.9,318.0
-8.01,137.25,2600035,3.36,328.0
-7.9,137.35,2600035,2.16,339.0
-7.9,137.38,2600035,13.0,241.0
-7.43,137.88,2600043,4.91,161.0
-7.43,137.88,2600008,1.35,153.0
-7.58,137.83,2600018,1.14,184.0
-5.17,135.14,2600018,0.63,245.0
-5.17,135.14,2600002,1.04,244.0
-5.83,135.29,2600002,0.27,160.0
-5.83,135.32,2600018,1.16,161.0
-6.27,135.26,2600018,1.1,111.0
-6.31,135.35,2600035,1.04,145.0
-6.31,135.34,2600002,0.51,107.0
-6.28,135.28,2600002,1.99,110.0
-8.38,136.66,2600044,0.37,263.0
-8.41,136.86,2600030,0.63,135.0
-8.43,136.86,2600030,13.55,134.0
-9.32,138.84,2600002,1.06,246.0
-9.41,138.83,2600002,0.0,223.0
-9.49,138.78,2600002,12.3,235.0
-9.09,139.74,2600002,9.84,95.0
-9.79,139.61,2600002,7.06,172.0
-9.96,139.89,2600005,3.77,159.0
-10.07,139.88,2600002,0.5,156.0
-10.08,139.88,2600041,0.96,153.0
-7.72,135.02,2600002,1.21,237.0
-7.86,135.02,2600002,23.08,184.0
-7.84,135.01,2600048,4.71,229.0
-7.91,135.05,2600002,7.83,200.0
-9.77,140.09,2600002,1.25,281.0
-9.68,140.15,2600025,1.57,260.0
-9.74,140.13,2600049,4.17,280.0
-8.04,136.5,2600035,1.01,115.0
-8.17,136.53,2600035,0.76,121.0
-8.2,136.59,2600035,1.2,118.0
-8.39,136.7,2600044,11.55,232.0
-8.55,136.57,2600030,3.69,139.0
-8.53,136.54,2600030,0.76,141.0
-8.49,136.64,2600030,0.46,180.0
-8.49,136.64,2600044,5.38,179.0
-8.49,136.63,2600026,13.27,174.0
-8.41,136.71,2600026,1.03,233.0
-8.44,136.72,2600044,0.77,234.0
-8.5,136.64,2600030,1.01,157.0
-8.54,136.6,2600030,0.55,136.0
-8.51,136.71,2600044,0.29,159.0
-8.52,136.71,2600044,5.17,221.0
-8.51,136.69,2600030,6.5,207.0
-8.52,136.73,2600044,9.23,216.0
-8.55,136.69,2600050,3.47,147.0
-8.51,136.7,2600036,1.54,248.0
-8.53,136.76,2600036,1.03,266.0
-8.52,136.84,2600036,15.74,283.0
-8.65,137.01,2600036,8.71,296.0
-8.63,136.94,2600036,2.5,321.0
-8.63,136.98,2600036,4.86,288.0
-8.64,136.95,2600036,1.26,337.0
-8.67,137.06,2600036,3.75,324.0
-8.67,137.06,2600036,0.93,297.0
-8.68,137.06,2600036,17.12,314.0
-8.67,137.05,2600036,0.74,315.0
-8.72,139.47,2600036,1.84,237.0
-8.74,139.53,2600036,9.63,128.0
-8.72,139.54,2600032,0.79,261.0
-8.72,139.53,2600030,1.1,260.0
-8.74,139.54,2600001,10.32,144.0
-8.71,139.55,2600001,2.41,130.0
-8.72,139.55,2600002,11.69,155.0
-8.71,139.6,2600036,1.53,133.0
-8.71,139.64,2600032,3.04,204.0
-8.72,139.63,2600032,13.22,229.0
-8.72,139.64,2600030,0.91,253.0
-8.72,139.64,2600002,2.97,167.0
-8.72,139.59,2600002,14.58,187.0
-8.72,139.65,2600005,2.82,275.0
-8.75,139.69,2600026,4.23,288.0
-8.72,139.7,2600026,2.25,283.0
-8.72,139.78,2600005,5.12,269.0
-8.75,139.8,2600005,0.99,331.0
-8.75,139.82,2600005,0.55,295.0
-8.75,139.79,2600046,1.47,296.0
-8.75,139.79,2600036,10.35,322.0
-8.75,139.8,2600026,4.93,327.0
-8.75,139.8,2600047,1.59,330.0
-5.37,137.05,2600018,6.0,235.0
-5.39,137.06,2600018,13.19,229.0
-5.44,137.06,2600018,11.93,252.0
-5.45,137.02,2600018,0.8,272.0
-5.45,137.03,2600018,18.73,271.0
-5.53,137.06,2600018,1.63,212.0
-5.53,137.2,2600018,1.2,211.0
-5.52,137.29,2600018,17.12,125.0
-5.54,137.32,2600018,7.22,209.0
-5.63,137.45,2600018,7.76,176.0
-5.63,137.49,2600018,1.85,182.0
-5.64,137.48,2600018,2.95,180.0
-5.19,136.7,2600002,4.88,252.0
-6.03,136.69,2600018,4.48,281.0
-6.1,136.69,2600002,0.76,282.0
-6.16,136.69,2600002,0.75,283.0
-6.71,136.74,2600002,1.36,289.0
-6.96,136.74,2600002,3.36,293.0
-7.47,136.87,2600035,5.14,226.0
-7.63,136.81,2600035,0.03,300.0
-7.69,136.82,2600001,0.73,301.0
-8.34,136.87,2600027,3.1,149.0
-8.39,136.94,2600027,1.58,165.0
-8.4,136.96,2600027,5.19,164.0
-8.17,139.14,2600008,1.68,13.0
-8.17,139.14,2600032,0.63,17.0
-8.17,139.14,2600008,3.82,11.0
-8.18,139.14,2600030,1.08,86.0
-8.17,139.14,2600032,3.04,20.0
-8.17,139.14,2600030,0.86,16.0
-8.44,136.93,2600030,1.65,131.0
-8.43,136.9,2600030,0.1,144.0
-8.49,136.92,2600037,16.45,187.0
-8.54,136.93,2600030,0.34,159.0
-8.56,136.93,2600030,1.03,136.0
-8.58,136.96,2600030,0.52,138.0
-8.57,136.95,2600030,1.05,137.0
-8.54,136.94,2600026,0.96,158.0
-8.66,136.98,2600032,3.97,206.0
-8.58,138.02,2600036,5.18,330.0
-8.63,138.09,2600001,6.0,114.0
-8.63,138.49,2600001,1.09,108.0
-8.63,138.51,2600005,1.6,107.0
-8.68,139.62,2600002,21.18,187.0
-8.68,139.64,2600002,5.26,192.0
-8.68,139.69,2600026,19.17,283.0
-8.68,139.68,2600007,0.0,260.0
-8.68,139.66,2600026,4.27,264.0
-8.68,139.72,2600005,1.35,289.0
-8.68,139.72,2600032,17.6,307.0
-8.21,136.0,2600001,0.85,229.0
-8.22,136.0,2600044,24.01,228.0
-8.94,137.05,2600001,2.96,124.0
-8.96,137.09,2600001,0.3,122.0
-8.96,137.1,2600001,0.75,121.0
-8.95,137.07,2600051,12.82,103.0
-9.05,137.1,2600030,1.15,177.0
-9.05,137.11,2600030,0.85,178.0
-9.0,137.15,2600051,1.15,160.0
-8.94,137.14,2600001,0.9,138.0
-8.94,137.14,2600001,10.55,137.0
-8.94,137.13,2600001,0.55,139.0
-8.96,137.11,2600001,17.8,120.0
-9.0,137.14,2600032,0.85,161.0
-9.02,137.12,2600037,8.78,204.0
-7.28,135.83,2600018,6.39,222.0
-7.36,135.86,2600016,1.41,144.0
-7.23,136.0,2600018,2.35,115.0
-7.23,136.0,2600035,0.51,113.0
-7.23,136.0,2600035,1.69,110.0
-7.23,136.0,2600002,0.32,109.0
-7.29,135.94,2600002,3.74,251.0
-7.28,135.93,2600002,1.0,257.0
-7.3,135.94,2600024,1.34,157.0
-7.3,135.9,2600002,0.0,206.0
-7.29,135.94,2600047,0.0,301.0
-7.28,135.92,2600047,1.09,324.0
-7.3,135.89,2600002,5.69,264.0
-7.3,135.91,2600047,4.09,269.0
-7.29,135.95,2600047,1.02,323.0
-7.29,135.91,2600002,1.0,258.0
-7.3,135.92,2600002,1.01,252.0
-7.28,135.96,2600047,0.78,322.0
-7.3,135.92,2600002,1.57,179.0
-7.29,135.99,2600047,1.66,326.0
-7.29,135.97,2600047,6.46,155.0
-7.18,136.06,2600008,22.47,352.0
-7.39,135.95,2600007,1.1,126.0
-7.37,135.93,2600010,1.85,132.0
-0.93,136.54,2600052,1.55,29.0
-0.93,136.51,2600052,1.02,27.0
-0.95,136.51,2600052,1.13,32.0
-0.97,136.54,2600010,1.09,34.0
-1.0,136.48,2600010,1.02,50.0
-1.05,136.48,2600052,0.39,15.0
-1.0,136.55,2600010,1.33,49.0
-0.98,136.58,2600010,1.42,36.0
-0.98,136.65,2600010,1.11,40.0
-0.98,136.62,2600010,1.52,39.0
-0.98,136.6,2600053,0.92,38.0
-0.98,136.72,2600049,1.01,45.0
-0.98,136.7,2600018,1.38,44.0
-0.98,136.69,2600037,1.24,43.0
-5.38,136.03,2600018,7.55,175.0
-5.4,136.08,2600018,7.32,168.0
-5.44,136.06,2600018,3.59,160.0
-6.03,136.28,2600018,14.42,198.0
-6.02,136.36,2600002,6.9,248.0
-6.06,136.36,2600002,3.33,233.0
-6.06,136.37,2600002,17.65,216.0
-6.06,136.36,2600002,4.05,252.0
-8.84,138.0,2600036,22.05,341.0
-8.89,138.06,2600032,1.22,345.0
-9.06,138.08,2600032,10.1,358.0
-9.33,138.84,2600001,11.48,128.0
-9.28,138.87,2600001,0.0,109.0
-9.47,138.89,2600001,3.64,132.0
-9.55,138.92,2600002,1.35,133.0
-9.89,139.03,2600003,13.04,148.0
-9.89,139.02,2600005,0.83,149.0
-9.88,139.01,2600046,0.67,150.0
-10.18,139.09,2600022,10.86,198.0
-10.31,139.29,2600026,0.77,350.0
-10.29,139.32,2600026,9.78,308.0
-10.52,139.32,2600025,0.0,276.0
-10.52,139.34,2600054,12.29,296.0
-10.5,139.33,2600047,0.9,298.0
-6.24,135.53,2600002,0.6,316.0
-6.24,135.53,2600002,0.3,318.0
-7.69,136.67,2600047,3.49,273.0
-7.67,136.64,2600035,1.16,226.0
-7.66,136.7,2600035,1.31,264.0
-7.68,136.72,2600035,1.01,320.0
-7.71,136.73,2600035,3.76,324.0
-7.7,136.67,2600035,1.57,274.0
-7.66,136.71,2600035,2.67,239.0
-7.69,136.72,2600035,3.0,212.0
-7.65,136.74,2600035,1.84,243.0
-7.69,136.71,2600035,1.07,288.0
-7.65,136.79,2600035,6.37,170.0
-7.65,136.77,2600035,11.07,181.0
-7.65,136.77,2600035,7.69,189.0
-7.7,136.91,2600047,1.55,157.0
-7.75,136.64,2600035,2.67,333.0
-7.72,136.67,2600035,2.15,283.0
-7.73,136.68,2600036,4.87,330.0
-7.71,136.72,2600002,0.82,325.0
-7.8,136.91,2600002,2.88,155.0
-7.8,136.93,2600002,0.95,354.0
-8.54,137.26,2600030,1.01,138.0
-8.58,137.33,2600030,4.48,136.0
-8.78,138.38,2600001,1.52,114.0
-8.75,138.61,2600001,2.18,108.0
-8.71,138.75,2600024,4.8,104.0
-7.96,135.53,2600035,4.04,216.0
-7.99,135.64,2600002,1.25,228.0
-7.99,135.64,2600002,0.9,227.0
-7.99,135.64,2600002,0.35,229.0
-7.99,135.63,2600055,3.5,226.0
-8.49,135.08,2600036,7.04,331.0
-8.48,135.12,2600036,0.6,347.0
-8.48,135.13,2600036,1.15,348.0
-8.49,135.19,2600036,1.24,321.0
-8.77,136.16,2600029,2.15,0.0
-8.88,136.37,2600030,5.47,91.0
-8.88,136.37,2600037,0.4,92.0
-8.88,136.43,2600037,1.1,86.0
-7.48,135.23,2600035,11.31,120.0
-7.49,135.3,2600016,13.95,108.0
-7.69,135.69,2600035,0.9,165.0
-7.7,135.72,2600035,1.54,157.0
-7.7,135.72,2600035,0.0,155.0
-7.81,135.42,2600035,2.92,195.0
-7.84,135.5,2600056,0.94,189.0
-8.85,135.97,2600036,0.25,333.0
